Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Postal_Code,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
1366,US-2017-155425,2017-11-10,2017-11-11,"First Class",AB-10600,"Ann Blume",Corporate,"United States",Tucson,Arizona,West,85705,TEC-AC-10001314,Technology,Accessories,"Case Logic 2.4GHz Wireless Keyboard",239.95,6,0.20,-35.99
1367,US-2017-155425,2017-11-10,2017-11-11,"First Class",AB-10600,"Ann Blume",Corporate,"United States",Tucson,Arizona,West,85705,TEC-PH-10002563,Technology,Phones,"Adtran 1202752G1",201.58,2,0.20,15.12
1372,CA-2017-136672,2017-03-07,2017-03-12,"Standard Class",MG-17890,"Michael Granlund","Home Office","United States",Clinton,Maryland,East,20735,TEC-AC-10004510,Technology,Accessories,"Logitech Desktop MK120 Mouse and keyboard Combo",49.08,3,0.00,4.91
1379,CA-2014-126361,2014-08-04,2014-08-09,"Second Class",VD-21670,"Valerie Dominguez",Consumer,"United States","Pleasant Grove",Utah,West,84062,TEC-PH-10002310,Technology,Phones,"Panasonic KX T7731-B Digital phone",399.96,5,0.20,35.00
1389,US-2016-108504,2016-02-05,2016-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,South,30080,TEC-PH-10000215,Technology,Phones,"Plantronics Cordless Phone Headset with In-line Volume - M214C",104.85,3,0.00,28.31
1390,US-2016-108504,2016-02-05,2016-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,South,30080,TEC-PH-10003645,Technology,Phones,"Aastra 57i VoIP phone",484.83,3,0.00,126.06
1399,CA-2016-124485,2016-11-24,2016-11-26,"First Class",NC-18340,"Nat Carroll",Consumer,"United States","New York City","New York",East,10035,TEC-AC-10002323,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",88.40,4,0.00,11.49
1401,CA-2016-159212,2016-11-01,2016-11-05,"Standard Class",KM-16375,"Katherine Murray","Home Office","United States",Salem,Virginia,South,24153,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.80,2,0.00,6.10
1407,US-2014-118486,2014-04-06,2014-04-08,"First Class",SD-20485,"Shirley Daniels","Home Office","United States",Philadelphia,Pennsylvania,East,19143,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",116.78,2,0.20,21.90
1415,CA-2017-115994,2017-01-28,2017-01-31,"Second Class",BT-11305,"Beth Thompson","Home Office","United States","Costa Mesa",California,West,92627,TEC-AC-10000580,Technology,Accessories,"Logitech G13 Programmable Gameboard with LCD Display",239.97,3,0.00,26.40
1417,CA-2015-126697,2015-09-21,2015-09-24,"First Class",SV-20815,"Stuart Van",Corporate,"United States",Houston,Texas,Central,77041,TEC-PH-10002922,Technology,Phones,"ShoreTel ShorePhone IP 230 VoIP phone",946.34,7,0.20,118.29
1418,CA-2015-126697,2015-09-21,2015-09-24,"First Class",SV-20815,"Stuart Van",Corporate,"United States",Houston,Texas,Central,77041,TEC-AC-10004353,Technology,Accessories,"Hypercom P1300 Pinpad",151.20,3,0.20,32.13
1425,CA-2015-124800,2015-09-26,2015-09-30,"Standard Class",RW-19540,"Rick Wilson",Corporate,"United States",Mesa,Arizona,West,85204,TEC-PH-10001750,Technology,Phones,"Samsung Rugby III",263.96,5,0.20,23.10
1431,CA-2017-122700,2017-11-26,2017-11-30,"Standard Class",LT-17110,"Liz Thompson",Consumer,"United States",Columbus,Ohio,East,43229,TEC-PH-10003092,Technology,Phones,"Motorola L804",220.75,8,0.40,-40.47
1438,CA-2015-139731,2015-10-15,2015-10-15,"Same Day",JE-15745,"Joel Eaton",Consumer,"United States",Amarillo,Texas,Central,79109,TEC-AC-10004975,Technology,Accessories,"Plantronics Audio 995 Wireless Stereo Headset",263.88,3,0.20,42.88
1445,CA-2016-133725,2016-05-23,2016-05-28,"Standard Class",KL-16645,"Ken Lonsdale",Consumer,"United States",Chicago,Illinois,Central,60623,TEC-PH-10004165,Technology,Phones,"Mitel MiVoice 5330e IP Phone",1979.93,9,0.20,148.49
1448,CA-2017-102337,2017-06-13,2017-06-16,"First Class",SD-20485,"Shirley Daniels","Home Office","United States",Chicago,Illinois,Central,60653,TEC-PH-10002564,Technology,Phones,"OtterBox Defender Series Case - Samsung Galaxy S4",47.98,2,0.20,6.00
1450,CA-2015-145821,2015-05-01,2015-05-07,"Standard Class",JB-15400,"Jennifer Braxton",Corporate,"United States","Los Angeles",California,West,90008,TEC-PH-10004348,Technology,Phones,"OtterBox Defender Series Case - iPhone 5c",88.75,3,0.20,11.09
1455,CA-2016-133711,2016-11-26,2016-11-29,"First Class",MC-17425,"Mark Cousins",Corporate,"United States",Mobile,Alabama,South,36608,TEC-MA-10000010,Technology,Machines,"Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer",3040.00,8,0.00,1459.20
1463,CA-2016-152289,2016-08-26,2016-08-28,"First Class",LC-16930,"Linda Cazamias",Corporate,"United States",Pasadena,Texas,Central,77506,TEC-AC-10004571,Technology,Accessories,"Logitech G700s Rechargeable Gaming Mouse",159.98,2,0.20,44.00
1467,CA-2014-151708,2014-08-08,2014-08-14,"Standard Class",MB-17305,"Maria Bertelson",Consumer,"United States",Glendale,Arizona,West,85301,TEC-AC-10001767,Technology,Accessories,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",95.98,3,0.20,-10.80
1468,CA-2015-100769,2015-05-16,2015-05-16,"Same Day",TH-21550,"Tracy Hopkins","Home Office","United States",Jacksonville,Florida,South,32216,TEC-AC-10002402,Technology,Accessories,"Razer Kraken PRO Over Ear PC and Music Headset",255.97,4,0.20,32.00
1479,CA-2017-121468,2017-11-19,2017-11-20,"First Class",KD-16345,"Katherine Ducich",Consumer,"United States",Westminster,California,West,92683,TEC-PH-10000376,Technology,Phones,"Square Credit Card Reader",31.97,4,0.20,2.40
1485,US-2016-108098,2016-10-14,2016-10-18,"Standard Class",CP-12340,"Christine Phan",Corporate,"United States",Seattle,Washington,West,98115,TEC-AC-10000865,Technology,Accessories,"WD My Passport Ultra 500GB Portable External Hard Drive",177.00,3,0.00,30.09
1487,CA-2015-140410,2015-11-03,2015-11-07,"Standard Class",CM-12655,"Corinna Mitchell","Home Office","United States","Los Angeles",California,West,90008,TEC-PH-10003580,Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone",1212.85,7,0.20,106.12
1488,CA-2015-140410,2015-11-03,2015-11-07,"Standard Class",CM-12655,"Corinna Mitchell","Home Office","United States","Los Angeles",California,West,90008,TEC-AC-10001109,Technology,Accessories,"Logitech Trackman Marble Mouse",89.97,3,0.00,37.79
1503,CA-2016-100468,2016-11-24,2016-12-01,"Standard Class",AT-10435,"Alyssa Tate","Home Office","United States","Los Angeles",California,West,90045,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2,0.20,3.35
1508,CA-2016-134208,2016-09-17,2016-09-23,"Standard Class",CS-12505,"Cindy Stewart",Consumer,"United States",Columbus,Georgia,South,31907,TEC-MA-10004458,Technology,Machines,"Lexmark X 9575 Professional All-in-One Color Printer",396.00,4,0.00,190.08
1538,CA-2017-121888,2017-09-15,2017-09-17,"Second Class",CL-11890,"Carl Ludwig",Consumer,"United States",Everett,Massachusetts,East,2149,TEC-PH-10000439,Technology,Phones,"GE DSL Phone Line Filter",39.99,1,0.00,11.60
1550,CA-2014-134278,2014-07-06,2014-07-08,"First Class",EP-13915,"Emily Phan",Consumer,"United States","New York City","New York",East,10011,TEC-CO-10001046,Technology,Copiers,"Canon Imageclass D680 Copier / Fax",559.99,1,0.20,175.00
1556,CA-2017-120761,2017-09-04,2017-09-08,"Standard Class",AB-10150,"Aimee Bixby",Consumer,"United States","Long Beach","New York",East,11561,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0.00,39.54
1566,CA-2015-132101,2015-03-19,2015-03-25,"Standard Class",JO-15550,"Jesus Ocampo","Home Office","United States",Seattle,Washington,West,98105,TEC-PH-10004539,Technology,Phones,"Wireless Extenders zBoost YX545 SOHO Signal Booster",453.58,3,0.20,39.69
1567,CA-2015-129112,2015-11-29,2015-11-30,"First Class",AW-10840,"Anthony Witt",Consumer,"United States",Allen,Texas,Central,75002,TEC-AC-10003038,Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",21.48,3,0.20,-0.27
1573,US-2014-157385,2014-11-23,2014-11-25,"First Class",SC-20095,"Sanjit Chand",Consumer,"United States","Los Angeles",California,West,90004,TEC-AC-10003280,Technology,Accessories,"Belkin F8E887 USB Wired Ergonomic Keyboard",29.99,1,0.00,6.30
1575,CA-2014-101602,2014-12-15,2014-12-18,"First Class",MC-18100,"Mick Crebagga",Consumer,"United States","El Paso",Texas,Central,79907,TEC-PH-10000169,Technology,Phones,"ARKON Windshield Dashboard Air Vent Car Mount Holder",40.68,3,0.20,-9.15
1580,CA-2015-131338,2015-08-09,2015-08-12,"First Class",NP-18325,"Naresj Patel",Consumer,"United States","New York City","New York",East,10024,TEC-PH-10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",307.98,2,0.00,89.31
1586,CA-2015-131338,2015-08-09,2015-08-12,"First Class",NP-18325,"Naresj Patel",Consumer,"United States","New York City","New York",East,10024,TEC-PH-10000984,Technology,Phones,"Panasonic KX-TG9471B",979.95,5,0.00,274.39
1589,CA-2015-131338,2015-08-09,2015-08-12,"First Class",NP-18325,"Naresj Patel",Consumer,"United States","New York City","New York",East,10024,TEC-AC-10002600,Technology,Accessories,"Belkin QODE FastFit Bluetooth Keyboard",247.80,4,0.00,34.69
1593,CA-2015-122826,2015-06-23,2015-06-25,"Second Class",RD-19480,"Rick Duston",Consumer,"United States",Olympia,Washington,West,98502,TEC-PH-10004830,Technology,Phones,"Pyle PRT45 Retro Home Telephone",201.57,4,0.20,22.68
1605,US-2016-115819,2016-04-19,2016-04-24,"Second Class",JO-15280,"Jas O'Carroll",Consumer,"United States","Los Angeles",California,West,90049,TEC-PH-10004700,Technology,Phones,"PowerGen Dual USB Car Charger",39.96,5,0.20,12.99
1612,CA-2014-156349,2014-05-26,2014-05-30,"Standard Class",ML-17395,"Marina Lichtenstein",Corporate,"United States","Los Angeles",California,West,90008,TEC-PH-10000441,Technology,Phones,"VTech DS6151",201.58,2,0.20,20.16
1613,CA-2014-156349,2014-05-26,2014-05-30,"Standard Class",ML-17395,"Marina Lichtenstein",Corporate,"United States","Los Angeles",California,West,90008,TEC-PH-10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",83.98,2,0.20,31.49
1615,US-2016-113509,2016-03-15,2016-03-19,"Standard Class",PL-18925,"Paul Lucas","Home Office","United States",Philadelphia,Pennsylvania,East,19143,TEC-AC-10004855,Technology,Accessories,"V7 USB Numeric Keypad",83.98,3,0.20,-13.65
1624,CA-2017-108560,2017-07-08,2017-07-15,"Standard Class",JC-15385,"Jenna Caffey",Consumer,"United States",Kent,Washington,West,98031,TEC-AC-10003063,Technology,Accessories,"Micro Innovations USB RF Wireless Keyboard with Mouse",50.00,2,0.00,10.50
1625,CA-2015-157084,2015-12-19,2015-12-24,"Standard Class",JG-15160,"James Galang",Consumer,"United States","Los Angeles",California,West,90049,TEC-PH-10002922,Technology,Phones,"ShoreTel ShorePhone IP 230 VoIP phone",675.96,5,0.20,84.50
1626,CA-2015-157084,2015-12-19,2015-12-24,"Standard Class",JG-15160,"James Galang",Consumer,"United States","Los Angeles",California,West,90049,TEC-AC-10002049,Technology,Accessories,"Plantronics Savi W720 Multi-Device Wireless Headset System",1265.85,3,0.00,556.97
1635,CA-2016-106530,2016-05-08,2016-05-08,"Same Day",CL-12565,"Clay Ludtke",Consumer,"United States",Cleveland,Ohio,East,44105,TEC-AC-10001465,Technology,Accessories,"SanDisk Cruzer 64 GB USB Flash Drive",58.11,2,0.20,7.26
1638,CA-2014-168984,2014-11-26,2014-12-02,"Standard Class",NW-18400,"Natalie Webber",Consumer,"United States",Tigard,Oregon,West,97224,TEC-PH-10000038,Technology,Phones,"Jawbone MINI JAMBOX Wireless Bluetooth Speaker",438.34,4,0.20,-87.67
1645,CA-2015-111829,2015-03-19,2015-03-20,"First Class",FH-14365,"Fred Hopkins",Corporate,"United States",Seattle,Washington,West,98115,TEC-CO-10001766,Technology,Copiers,"Canon PC940 Copier",3149.93,7,0.00,1480.47
1647,CA-2015-105221,2015-11-01,2015-11-03,"First Class",VM-21685,"Valerie Mitchum","Home Office","United States",Philadelphia,Pennsylvania,East,19140,TEC-AC-10002323,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",35.36,2,0.20,-3.09
1650,CA-2015-120341,2015-09-26,2015-09-29,"Second Class",SF-20200,"Sarah Foster",Consumer,"United States",Philadelphia,Pennsylvania,East,19143,TEC-PH-10003357,Technology,Phones,"Grandstream GXP2100 Mainstream Business Phone",45.89,1,0.40,-9.18
1654,US-2017-132444,2017-11-18,2017-11-21,"First Class",CD-12280,"Christina DeMoss",Consumer,"United States",Seattle,Washington,West,98105,TEC-AC-10003832,Technology,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",132.52,4,0.00,54.33
1659,CA-2017-161809,2017-01-20,2017-01-26,"Standard Class",TH-21100,"Thea Hendricks",Consumer,"United States","Los Angeles",California,West,90045,TEC-PH-10004922,Technology,Phones,"RCA Visys Integrated PBX 8-Line Router",160.78,3,0.20,10.05
1662,CA-2017-144526,2017-04-30,2017-05-06,"Standard Class",QJ-19255,"Quincy Jones",Corporate,"United States",Philadelphia,Pennsylvania,East,19143,TEC-PH-10002549,Technology,Phones,"Polycom SoundPoint IP 450 VoIP phone",677.58,5,0.40,-158.10
1665,CA-2016-128531,2016-11-24,2016-11-26,"Second Class",NS-18505,"Neola Schneider",Consumer,"United States",Dallas,Texas,Central,75217,TEC-AC-10002049,Technology,Accessories,"Logitech G19 Programmable Gaming Keyboard",297.58,3,0.20,-7.44
1667,CA-2016-128531,2016-11-24,2016-11-26,"Second Class",NS-18505,"Neola Schneider",Consumer,"United States",Dallas,Texas,Central,75217,TEC-AC-10003023,Technology,Accessories,"Logitech G105 Gaming Keyboard",94.99,2,0.20,-2.37
1671,CA-2017-159457,2017-10-19,2017-10-26,"Standard Class",RD-19480,"Rick Duston",Consumer,"United States",Houston,Texas,Central,77095,TEC-PH-10002185,Technology,Phones,"QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3",16.68,3,0.20,5.21
1672,CA-2016-107615,2016-03-22,2016-03-25,"First Class",RB-19645,"Robert Barroso",Corporate,"United States","North Las Vegas",Nevada,West,89031,TEC-AC-10001013,Technology,Accessories,"Logitech ClearChat Comfort/USB Headset H390",58.58,2,0.00,19.33
1673,CA-2017-111647,2017-07-03,2017-07-07,"Standard Class",RD-19585,"Rob Dowd",Consumer,"United States",Plano,Texas,Central,75023,TEC-PH-10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",167.97,4,0.20,62.99
1680,CA-2014-122882,2014-09-07,2014-09-13,"Standard Class",SB-20290,"Sean Braxton",Corporate,"United States",Philadelphia,Pennsylvania,East,19134,TEC-PH-10003589,Technology,Phones,"invisibleSHIELD by ZAGG Smudge-Free Screen Protector",32.38,3,0.40,4.32
1682,CA-2014-122882,2014-09-07,2014-09-13,"Standard Class",SB-20290,"Sean Braxton",Corporate,"United States",Philadelphia,Pennsylvania,East,19134,TEC-MA-10004679,Technology,Machines,"StarTech.com 10/100 VDSL2 Ethernet Extender Kit",399.54,4,0.70,-559.36
1694,US-2016-158708,2016-06-26,2016-06-29,"Second Class",AB-10255,"Alejandro Ballentine","Home Office","United States",Plano,Texas,Central,75023,TEC-AC-10003133,Technology,Accessories,"Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive",13.62,2,0.20,3.57
1695,CA-2015-156335,2015-09-25,2015-09-28,"Second Class",PO-19195,"Phillina Ober","Home Office","United States",Bayonne,"New Jersey",East,7002,TEC-AC-10002006,Technology,Accessories,"Memorex Micro Travel Drive 16 GB",63.96,4,0.00,19.83
1697,CA-2015-156335,2015-09-25,2015-09-28,"Second Class",PO-19195,"Phillina Ober","Home Office","United States",Bayonne,"New Jersey",East,7002,TEC-PH-10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",104.98,2,0.00,52.49
1708,CA-2017-123491,2017-10-30,2017-11-05,"Standard Class",JK-15205,"Jamie Kunitz",Consumer,"United States","San Francisco",California,West,94122,TEC-PH-10003505,Technology,Phones,"Geemarc AmpliPOWER60",148.48,2,0.20,16.70
1722,US-2015-123218,2015-12-20,2015-12-25,"Standard Class",KD-16345,"Katherine Ducich",Consumer,"United States",Chicago,Illinois,Central,60623,TEC-PH-10001061,Technology,Phones,"Apple iPhone 5C",159.98,2,0.20,12.00
1723,US-2015-123218,2015-12-20,2015-12-25,"Standard Class",KD-16345,"Katherine Ducich",Consumer,"United States",Chicago,Illinois,Central,60623,TEC-AC-10000736,Technology,Accessories,"Logitech G600 MMO Gaming Mouse",255.97,4,0.20,51.19
1729,CA-2016-106894,2016-02-07,2016-02-07,"Same Day",CA-12265,"Christina Anderson",Consumer,"United States",Springfield,Virginia,South,22153,TEC-AC-10003063,Technology,Accessories,"Micro Innovations USB RF Wireless Keyboard with Mouse",100.00,4,0.00,21.00
1736,CA-2017-101483,2017-07-29,2017-08-01,"Second Class",AG-10675,"Anna Gayman",Consumer,"United States",Jacksonville,"North Carolina",South,28540,TEC-PH-10003442,Technology,Phones,"Samsung Replacement EH64AVFWE Premium Headset",22.00,5,0.20,1.38
1739,CA-2015-130204,2015-09-03,2015-09-09,"Standard Class",DB-13120,"David Bremer",Corporate,"United States","San Francisco",California,West,94122,TEC-AC-10003038,Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",17.90,2,0.00,3.40
1740,CA-2015-130204,2015-09-03,2015-09-09,"Standard Class",DB-13120,"David Bremer",Corporate,"United States","San Francisco",California,West,94122,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0.00,46.60
1745,CA-2017-152807,2017-10-30,2017-11-03,"Standard Class",MC-18100,"Mick Crebagga",Consumer,"United States",Philadelphia,Pennsylvania,East,19140,TEC-AC-10001142,Technology,Accessories,"First Data FD10 PIN Pad",442.40,7,0.20,-55.30
1757,CA-2015-135622,2015-12-08,2015-12-11,"Second Class",TT-21460,"Tonja Turnell","Home Office","United States","Fort Worth",Texas,Central,76106,TEC-PH-10001817,Technology,Phones,"Wilson Electronics DB Pro Signal Booster",1718.40,6,0.20,150.36
1759,CA-2014-139017,2014-05-11,2014-05-17,"Standard Class",RM-19375,"Raymond Messe",Consumer,"United States",Houston,Texas,Central,77095,TEC-AC-10001013,Technology,Accessories,"Logitech ClearChat Comfort/USB Headset H390",46.86,2,0.20,7.62
1773,CA-2016-129686,2016-11-27,2016-11-29,"Second Class",GG-14650,"Greg Guthrie",Corporate,"United States",Chicago,Illinois,Central,60623,TEC-AC-10001266,Technology,Accessories,"Memorex Micro Travel Drive 8 GB",62.40,6,0.20,19.50
1780,CA-2016-124667,2016-11-11,2016-11-16,"Standard Class",BD-11770,"Bryan Davis",Consumer,"United States","New York City","New York",East,10011,TEC-AC-10003447,Technology,Accessories,"Micropad Numeric Keypads",59.97,3,0.00,14.99
1785,CA-2017-166317,2017-09-22,2017-09-26,"Standard Class",JE-15610,"Jim Epp",Corporate,"United States",Milwaukee,Wisconsin,Central,53209,TEC-AC-10004510,Technology,Accessories,"Logitech Desktop MK120 Mouse and keyboard Combo",98.16,6,0.00,9.82
1787,CA-2017-166317,2017-09-22,2017-09-26,"Standard Class",JE-15610,"Jim Epp",Corporate,"United States",Milwaukee,Wisconsin,Central,53209,TEC-PH-10001615,Technology,Phones,"AT&T CL82213",86.97,3,0.00,25.22
1788,CA-2015-154326,2015-02-15,2015-02-19,"Standard Class",RP-19855,"Roy Phan",Corporate,"United States",Kenosha,Wisconsin,Central,53142,TEC-PH-10001819,Technology,Phones,"Innergie mMini Combo Duo USB Travel Charging Kit",134.97,3,0.00,64.79
1789,CA-2015-154326,2015-02-15,2015-02-19,"Standard Class",RP-19855,"Roy Phan",Corporate,"United States",Kenosha,Wisconsin,Central,53142,TEC-PH-10000560,Technology,Phones,"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",699.98,2,0.00,195.99
1790,CA-2015-154326,2015-02-15,2015-02-19,"Standard Class",RP-19855,"Roy Phan",Corporate,"United States",Kenosha,Wisconsin,Central,53142,TEC-AC-10004568,Technology,Accessories,"Maxell LTO Ultrium - 800 GB",139.95,5,0.00,26.59
1797,US-2017-139465,2017-08-27,2017-08-30,"First Class",MR-17545,"Mathew Reese","Home Office","United States","New York City","New York",East,10024,TEC-PH-10000455,Technology,Phones,"GE 30522EE2",347.97,3,0.00,100.91
1805,CA-2017-158379,2017-09-22,2017-09-26,"Second Class",JA-15970,"Joseph Airdo",Consumer,"United States",Philadelphia,Pennsylvania,East,19134,TEC-AC-10002926,Technology,Accessories,"Logitech Wireless Marathon Mouse M705",79.98,2,0.20,23.00
1806,US-2016-116729,2016-12-25,2016-12-28,"First Class",GK-14620,"Grace Kelly",Corporate,"United States","Los Angeles",California,West,90049,TEC-PH-10002200,Technology,Phones,"Samsung Galaxy Note 2",2575.94,7,0.20,257.59
1808,US-2016-116729,2016-12-25,2016-12-28,"First Class",GK-14620,"Grace Kelly",Corporate,"United States","Los Angeles",California,West,90049,TEC-AC-10001465,Technology,Accessories,"SanDisk Cruzer 64 GB USB Flash Drive",254.24,7,0.00,76.27
1809,CA-2016-164938,2016-02-11,2016-02-13,"First Class",PB-19210,"Phillip Breyer",Corporate,"United States",Tulsa,Oklahoma,Central,74133,TEC-PH-10004897,Technology,Phones,"Mediabridge Sport Armband iPhone 5s",69.93,7,0.00,0.70
1828,CA-2016-109344,2016-02-08,2016-02-11,"Second Class",CH-12070,"Cathy Hwang","Home Office","United States",Raleigh,"North Carolina",South,27604,TEC-PH-10002624,Technology,Phones,"Samsung Galaxy S4 Mini",1127.98,3,0.20,126.90
1830,CA-2014-103373,2014-05-18,2014-05-24,"Standard Class",BS-11755,"Bruce Stewart",Consumer,"United States",Cleveland,Ohio,East,44105,TEC-PH-10002885,Technology,Phones,"Apple iPhone 5",779.80,2,0.40,-168.96
1831,CA-2017-145884,2017-10-21,2017-10-21,"Same Day",SL-20155,"Sara Luxemburg","Home Office","United States",Muskogee,Oklahoma,Central,74403,TEC-PH-10000895,Technology,Phones,"Polycom VVX 310 VoIP phone",1439.92,8,0.00,374.38
1834,CA-2017-162691,2017-08-01,2017-08-07,"Standard Class",AS-10045,"Aaron Smayling",Corporate,"United States",Austin,Texas,Central,78745,TEC-MA-10000488,Technology,Machines,"Bady BDG101FRU Card Printer",1439.98,3,0.40,-264.00
1845,US-2017-113852,2017-07-29,2017-08-02,"Standard Class",GW-14605,"Giulietta Weimer",Consumer,"United States",Seattle,Washington,West,98115,TEC-AC-10003027,Technology,Accessories,"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",90.57,3,0.00,11.77
1851,CA-2015-160472,2015-07-20,2015-07-25,"Second Class",RK-19300,"Ralph Kennedy",Consumer,"United States","South Bend",Indiana,Central,46614,TEC-AC-10002253,Technology,Accessories,"Imation Bio 8GB USB Flash Drive Imation Corp",831.20,5,0.00,124.68
1860,CA-2015-121608,2015-09-03,2015-09-05,"First Class",JB-15400,"Jennifer Braxton",Corporate,"United States",Bristol,Connecticut,East,6010,TEC-PH-10004959,Technology,Phones,"Classic Ivory Antique Telephone ZL1810",100.49,1,0.00,25.12
1862,US-2017-121251,2017-03-26,2017-03-27,"First Class",GM-14440,"Gary McGarr",Consumer,"United States","New York City","New York",East,10009,TEC-PH-10004896,Technology,Phones,"Nokia Lumia 521 (T-Mobile)",119.96,4,0.00,33.59
1866,US-2017-116659,2017-11-12,2017-11-12,"Same Day",NG-18355,"Nat Gilpin",Corporate,"United States",Newark,Ohio,East,43055,TEC-PH-10002824,Technology,Phones,"Jabra SPEAK 410 Multidevice Speakerphone",370.78,3,0.40,-92.70
1877,CA-2017-112039,2017-03-25,2017-03-29,"Standard Class",JC-15775,"John Castell",Consumer,"United States","San Antonio",Texas,Central,78207,TEC-PH-10000984,Technology,Phones,"Panasonic KX-TG9471B",470.38,3,0.20,47.04
1879,CA-2017-118885,2017-12-29,2018-01-02,"Standard Class",JG-15160,"James Galang",Consumer,"United States","Los Angeles",California,West,90049,TEC-PH-10002563,Technology,Phones,"Adtran 1202752G1",302.38,3,0.20,22.68
1902,CA-2016-151141,2016-08-20,2016-08-23,"First Class",DW-13480,"Dianna Wilson","Home Office","United States",Detroit,Michigan,Central,48205,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2" x 6.5" x 2.5", Black",14.78,2,0.00,3.99
1905,CA-2017-167094,2017-10-21,2017-10-22,"First Class",DK-12835,"Damala Kotsonis",Corporate,"United States",Springfield,Oregon,West,97477,TEC-AC-10003116,Technology,Accessories,"Memorex Froggy Flash Drive 8 GB",28.40,2,0.20,6.75
1911,CA-2016-105963,2016-11-15,2016-11-22,"Standard Class",SC-20770,"Stewart Carmichael",Corporate,"United States","Los Angeles",California,West,90008,TEC-AC-10003832,Technology,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",99.39,3,0.00,40.75
1913,CA-2017-121503,2017-07-03,2017-07-06,"Second Class",FH-14275,"Frank Hawley",Corporate,"United States",Houston,Texas,Central,77041,TEC-MA-10003674,Technology,Machines,"Hewlett-Packard Deskjet 5550 Printer",597.13,3,0.40,49.76
1914,CA-2014-103366,2014-01-15,2014-01-17,"First Class",EH-13990,"Erica Hackney",Consumer,"United States",Roswell,Georgia,South,30076,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",149.95,5,0.00,65.98
1919,CA-2015-123673,2015-10-30,2015-11-01,"Second Class",CH-12070,"Cathy Hwang","Home Office","United States",Detroit,Michigan,Central,48227,TEC-PH-10001809,Technology,Phones,"Panasonic KX T7736-B Digital phone",299.90,2,0.00,74.98
1923,CA-2016-156685,2016-07-08,2016-07-10,"Second Class",SC-20230,"Scot Coram",Corporate,"United States",Arlington,Texas,Central,76017,TEC-PH-10004345,Technology,Phones,"Cisco SPA 502G IP Phone",863.64,9,0.20,107.96
1926,CA-2017-102834,2017-03-09,2017-03-13,"Standard Class",LW-16990,"Lindsay Williams",Corporate,"United States","San Francisco",California,West,94110,TEC-AC-10001908,Technology,Accessories,"Logitech Wireless Headset h800",199.98,2,0.00,69.99
1927,US-2016-139710,2016-06-09,2016-06-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States","Los Angeles",California,West,90045,TEC-PH-10001198,Technology,Phones,"Avaya 4621SW VoIP phone",177.48,3,0.20,19.97
1931,US-2017-101539,2017-03-16,2017-03-18,"Second Class",VM-21685,"Valerie Mitchum","Home Office","United States",Seattle,Washington,West,98105,TEC-PH-10004165,Technology,Phones,"Mitel MiVoice 5330e IP Phone",659.98,3,0.20,49.50
1932,CA-2016-152121,2016-11-27,2016-11-29,"Second Class",CC-12670,"Craig Carreira",Consumer,"United States",Scottsdale,Arizona,West,85254,TEC-PH-10002483,Technology,Phones,"Motorola Moto X",271.99,1,0.20,23.80
